,joblib,joblib,pickle,pickle,dif,dif
,std,mean,std,mean,std,mean
Load,0.0029273702182030176,0.035990769320195265,0.0013267555330904522,0.009726462977947575,0.0030854419966339264,0.02626430634224769
Save,0.005665834295477189,0.041708396212889416,0.0005357383671557063,0.0044553374299908625,0.0056503138240306065,0.03725305878289855
